Date(EGSE);"HK_P5V0_ANA(raw)";"HK_P5V0_ANA(V)";"HK_P3V3_ANA(raw)";"HK_P3V3_ANA(V)";"HK_P2V5_ANA(raw)";"HK_P2V5_ANA(V)";"HK_P1V8_ANA(raw)";"HK_P1V8_ANA(V)";"HK_M2V5_ANA(raw)";"HK_M2V5_ANA(V)";"HK_M5V0_ANA(raw)";"HK_M5V0_ANA(V)";"HK_P3V3_DIG(raw)";"HK_P3V3_DIG(V)";"HK_P2V5_DIG(raw)";"HK_P2V5_DIG(V)";"HK_P1V2_DIG(raw)";"HK_P1V2_DIG(V)";"HK_TEMP_AVE(raw)";"HK_TEMP_AVE(°C)";"HK_TEMP_MAX(raw)";"HK_TEMP_MAX(°C)";"HK_P2V5_AUX(raw)";"HK_P2V5_AUX(V)";"HK_VREF_TEMP(raw)";"HK_VREF_TEMP(V)";"HK_VREF_R2R(raw)";"HK_VREF_R2R(V)";"DELOCK_FLAG(raw)";"DELOCK_FLAG()";"DMX_hks_15(raw)";"DMX_hks_15()";"DMX_hks_16(raw)";"DMX_hks_16()";"TMTC OK Board Temp 1()";"TMTC OK Board Temp 2()";"TMTC OK FPGA Temp()"
23/10/2024 12:05:31;2006;4.8636;1931;3.1096;1910;2.4043;1869;1.6696;1947;-2.4837;1965;-5.0110;1950;3.1554;1910;2.5064;1926;1.1404;2952;38.3922;3330;38.0284;1908;2.3979;1978;2.4957;2036;3.2853;0;0.0000;0;0.0000;0;0.0000;33.3;32.3;34.9
23/10/2024 12:05:32;2006;4.8636;1931;3.1096;1910;2.4043;1869;1.6696;1947;-2.4837;1965;-5.0110;1949;3.1538;1910;2.5064;1927;1.1410;2955;38.4867;3330;38.0284;1908;2.3979;1979;2.4970;2037;3.2869;0;0.0000;0;0.0000;0;0.0000;33.3;32.3;34.9
23/10/2024 12:05:33;2006;4.8636;1931;3.1096;1910;2.4043;1870;1.6705;1948;-2.4849;1965;-5.0110;1949;3.1538;1909;2.5050;1926;1.1404;2954;38.4552;3333;38.0931;1909;2.3991;1978;2.4957;2037;3.2869;0;0.0000;0;0.0000;0;0.0000;32.9;32.4;35.0
23/10/2024 12:05:34;2006;4.8636;1932;3.1112;1910;2.4043;1869;1.6696;1948;-2.4849;1966;-5.0136;1947;3.1505;1910;2.5064;1926;1.1404;2952;38.3922;3331;38.0500;1910;2.4004;1978;2.4957;2037;3.2869;0;0.0000;0;0.0000;0;0.0000;32.9;32.4;35.0
23/10/2024 12:05:35;2006;4.8636;1930;3.1080;1911;2.4055;1870;1.6705;1947;-2.4837;1965;-5.0110;1949;3.1538;1910;2.5064;1926;1.1404;2947;38.2347;3330;38.0284;1907;2.3966;1977;2.4945;2036;3.2853;0;0.0000;0;0.0000;0;0.0000;32.9;32.4;35.0
23/10/2024 12:05:36;2007;4.8661;1931;3.1096;1910;2.4043;1869;1.6696;1948;-2.4849;1966;-5.0136;1948;3.1521;1910;2.5064;1927;1.1410;2954;38.4552;3333;38.0931;1908;2.3979;1978;2.4957;2038;3.2885;0;0.0000;0;0.0000;0;0.0000;32.9;32.4;35.0
23/10/2024 12:05:37;2007;4.8661;1931;3.1096;1910;2.4043;1869;1.6696;1949;-2.4862;1966;-5.0136;1950;3.1554;1909;2.5050;1926;1.1404;2953;38.4237;3330;38.0284;1908;2.3979;1979;2.4970;2037;3.2869;0;0.0000;0;0.0000;0;0.0000;32.9;32.4;35.0
23/10/2024 12:05:38;2007;4.8661;1931;3.1096;1910;2.4043;1869;1.6696;1948;-2.4849;1965;-5.0110;1947;3.1505;1909;2.5050;1925;1.1398;2954;38.4552;3331;38.0500;1907;2.3966;1978;2.4957;2037;3.2869;0;0.0000;0;0.0000;0;0.0000;32.9;32.3;35.1
23/10/2024 12:05:39;2006;4.8636;1930;3.1080;1909;2.4030;1869;1.6696;1947;-2.4837;1965;-5.0110;1948;3.1521;1910;2.5064;1927;1.1410;2954;38.4552;3332;38.0716;1908;2.3979;1978;2.4957;2038;3.2885;0;0.0000;0;0.0000;0;0.0000;32.9;32.3;35.1
23/10/2024 12:05:40;2007;4.8661;1931;3.1096;1910;2.4043;1869;1.6696;1947;-2.4837;1965;-5.0110;1949;3.1538;1908;2.5037;1925;1.1398;2950;38.3292;3331;38.0500;1906;2.3953;1977;2.4945;2036;3.2853;0;0.0000;0;0.0000;0;0.0000;32.9;32.3;35.1
23/10/2024 12:05:41;2006;4.8636;1932;3.1112;1910;2.4043;1870;1.6705;1947;-2.4837;1965;-5.0110;1948;3.1521;1909;2.5050;1926;1.1404;2954;38.4552;3334;38.1147;1907;2.3966;1978;2.4957;2036;3.2853;0;0.0000;0;0.0000;0;0.0000;32.9;32.3;35.1
23/10/2024 12:05:42;2007;4.8661;1931;3.1096;1911;2.4055;1869;1.6696;1948;-2.4849;1965;-5.0110;1948;3.1521;1910;2.5064;1927;1.1410;2954;38.4552;3331;38.0500;1907;2.3966;1978;2.4957;2037;3.2869;0;0.0000;0;0.0000;0;0.0000;32.9;32.3;35.1
23/10/2024 12:05:43;2006;4.8636;1931;3.1096;1910;2.4043;1869;1.6696;1947;-2.4837;1965;-5.0110;1948;3.1521;1910;2.5064;1926;1.1404;2953;38.4237;3330;38.0284;1907;2.3966;1978;2.4957;2037;3.2869;0;0.0000;0;0.0000;0;0.0000;33.0;32.3;35.1
23/10/2024 12:05:44;2006;4.8636;1931;3.1096;1909;2.4030;1869;1.6696;1947;-2.4837;1965;-5.0110;1947;3.1505;1910;2.5064;1927;1.1410;2952;38.3922;3334;38.1147;1908;2.3979;1978;2.4957;2037;3.2869;0;0.0000;0;0.0000;0;0.0000;33.0;32.3;35.1
23/10/2024 12:05:45;2006;4.8636;1931;3.1096;1910;2.4043;1869;1.6696;1947;-2.4837;1965;-5.0110;1948;3.1521;1909;2.5050;1926;1.1404;2951;38.3607;3333;38.0931;1908;2.3979;1978;2.4957;2036;3.2853;0;0.0000;0;0.0000;0;0.0000;33.0;32.3;35.1
23/10/2024 12:05:46;2006;4.8636;1931;3.1096;1909;2.4030;1870;1.6705;1948;-2.4849;1966;-5.0136;1948;3.1521;1910;2.5064;1926;1.1404;2953;38.4237;3332;38.0716;1907;2.3966;1978;2.4957;2037;3.2869;0;0.0000;0;0.0000;0;0.0000;33.0;32.3;35.1
