Date(EGSE);"HK_P5V0_ANA(raw)";"HK_P5V0_ANA(V)";"HK_P3V3_ANA(raw)";"HK_P3V3_ANA(V)";"HK_P2V5_ANA(raw)";"HK_P2V5_ANA(V)";"HK_P1V8_ANA(raw)";"HK_P1V8_ANA(V)";"HK_M2V5_ANA(raw)";"HK_M2V5_ANA(V)";"HK_M5V0_ANA(raw)";"HK_M5V0_ANA(V)";"HK_P3V3_DIG(raw)";"HK_P3V3_DIG(V)";"HK_P2V5_DIG(raw)";"HK_P2V5_DIG(V)";"HK_P1V2_DIG(raw)";"HK_P1V2_DIG(V)";"HK_TEMP_AVE(raw)";"HK_TEMP_AVE(°C)";"HK_TEMP_MAX(raw)";"HK_TEMP_MAX(°C)";"HK_P2V5_AUX(raw)";"HK_P2V5_AUX(V)";"HK_VREF_TEMP(raw)";"HK_VREF_TEMP(V)";"HK_VREF_R2R(raw)";"HK_VREF_R2R(V)";"DELOCK_FLAG(raw)";"DELOCK_FLAG()";"DMX_hks_15(raw)";"DMX_hks_15()";"DMX_hks_16(raw)";"DMX_hks_16()";"TMTC OK Board Temp 1()";"TMTC OK Board Temp 2()";"TMTC OK FPGA Temp()"
23/10/2024 13:32:01;2023;4.9049;2045;3.2932;1925;2.4232;2100;1.8759;1940;-2.4747;1965;-5.0110;2006;3.2460;1934;2.5379;1947;1.1528;2575;26.5167;2892;28.5720;1930;2.4255;1985;2.5046;2039;3.2901;0;0.0000;0;0.0000;0;0.0000;32.6;31.9;34.6
23/10/2024 13:32:01;2013;4.8806;1932;3.1112;1913;2.4081;1921;1.7160;1948;-2.4849;1965;-5.0110;1953;3.1602;1921;2.5208;1933;1.1445;2572;26.4222;2897;28.6799;1916;2.4079;1980;2.4983;2036;3.2853;0;0.0000;0;0.0000;0;0.0000;32.6;31.9;34.6
23/10/2024 13:32:03;2013;4.8806;1933;3.1128;1914;2.4093;1921;1.7160;1948;-2.4849;1965;-5.0110;1953;3.1602;1920;2.5195;1933;1.1445;2574;26.4852;2896;28.6583;1916;2.4079;1981;2.4995;2036;3.2853;0;0.0000;0;0.0000;0;0.0000;32.6;31.9;34.6
23/10/2024 13:32:04;2013;4.8806;1932;3.1112;1912;2.4068;1921;1.7160;1947;-2.4837;1965;-5.0110;1953;3.1602;1920;2.5195;1933;1.1445;2572;26.4222;2898;28.7015;1916;2.4079;1981;2.4995;2037;3.2869;0;0.0000;0;0.0000;0;0.0000;32.6;31.9;34.6
23/10/2024 13:32:04;2013;4.8806;1932;3.1112;1912;2.4068;1921;1.7160;1948;-2.4849;1964;-5.0085;1954;3.1618;1920;2.5195;1933;1.1445;2571;26.3907;2904;28.8310;1916;2.4079;1981;2.4995;2037;3.2869;0;0.0000;0;0.0000;0;0.0000;32.8;31.9;34.5
23/10/2024 13:32:06;2013;4.8806;1932;3.1112;1913;2.4081;1922;1.7169;1949;-2.4862;1964;-5.0085;1952;3.1586;1920;2.5195;1934;1.1451;2570;26.3592;2902;28.7879;1916;2.4079;1980;2.4983;2037;3.2869;0;0.0000;0;0.0000;0;0.0000;32.8;31.9;34.5
23/10/2024 13:32:06;2014;4.8830;1933;3.1128;1913;2.4081;1923;1.7178;1948;-2.4849;1964;-5.0085;1951;3.1570;1920;2.5195;1932;1.1440;2569;26.3277;2904;28.8310;1916;2.4079;1979;2.4970;2038;3.2885;0;0.0000;0;0.0000;0;0.0000;32.8;31.9;34.5
23/10/2024 13:32:08;2013;4.8806;1932;3.1112;1913;2.4081;1922;1.7169;1948;-2.4849;1965;-5.0110;1952;3.1586;1918;2.5169;1933;1.1445;2570;26.3592;2909;28.9390;1914;2.4054;1981;2.4995;2036;3.2853;0;0.0000;0;0.0000;0;0.0000;32.8;31.9;34.5
23/10/2024 13:32:09;2012;4.8782;1933;3.1128;1913;2.4081;1922;1.7169;1948;-2.4849;1965;-5.0110;1952;3.1586;1920;2.5195;1932;1.1440;2571;26.3907;2909;28.9390;1914;2.4054;1978;2.4957;2036;3.2853;0;0.0000;0;0.0000;0;0.0000;32.8;31.9;34.5
23/10/2024 13:32:10;2012;4.8782;1932;3.1112;1913;2.4081;1923;1.7178;1948;-2.4849;1964;-5.0085;1952;3.1586;1920;2.5195;1933;1.1445;2574;26.4852;2913;29.0253;1916;2.4079;1981;2.4995;2038;3.2885;0;0.0000;0;0.0000;0;0.0000;33.1;31.8;34.6
23/10/2024 13:32:11;2013;4.8806;1932;3.1112;1913;2.4081;1923;1.7178;1948;-2.4849;1965;-5.0110;1953;3.1602;1920;2.5195;1932;1.1440;2577;26.5797;2914;29.0469;1917;2.4092;1981;2.4995;2036;3.2853;0;0.0000;0;0.0000;0;0.0000;33.1;31.8;34.6
23/10/2024 13:32:12;2012;4.8782;1932;3.1112;1913;2.4081;1925;1.7196;1947;-2.4837;1964;-5.0085;1952;3.1586;1921;2.5208;1932;1.1440;2578;26.6112;2917;29.1117;1916;2.4079;1980;2.4983;2036;3.2853;0;0.0000;0;0.0000;0;0.0000;33.1;31.8;34.6
23/10/2024 13:32:13;2013;4.8806;1932;3.1112;1913;2.4081;1923;1.7178;1948;-2.4849;1964;-5.0085;1954;3.1618;1922;2.5221;1932;1.1440;2580;26.6742;2918;29.1333;1917;2.4092;1981;2.4995;2038;3.2885;0;0.0000;0;0.0000;0;0.0000;33.1;31.8;34.6
23/10/2024 13:32:14;2013;4.8806;1933;3.1128;1913;2.4081;1924;1.7187;1948;-2.4849;1965;-5.0110;1952;3.1586;1920;2.5195;1933;1.1445;2583;26.7687;2922;29.2197;1915;2.4067;1980;2.4983;2037;3.2869;0;0.0000;0;0.0000;0;0.0000;33.1;31.8;34.6
23/10/2024 13:32:15;2012;4.8782;1932;3.1112;1913;2.4081;1925;1.7196;1948;-2.4849;1964;-5.0085;1953;3.1602;1921;2.5208;1934;1.1451;2585;26.8317;2923;29.2412;1916;2.4079;1980;2.4983;2037;3.2869;0;0.0000;0;0.0000;0;0.0000;32.7;31.9;34.8
23/10/2024 13:32:16;2012;4.8782;1931;3.1096;1912;2.4068;1880;1.6794;1949;-2.4862;1965;-5.0110;1952;3.1586;1916;2.5142;1930;1.1428;2588;26.9262;2924;29.2628;1912;2.4029;1979;2.4970;2038;3.2885;0;0.0000;0;0.0000;0;0.0000;32.7;31.9;34.8
23/10/2024 13:32:17;2012;4.8782;1932;3.1112;1911;2.4055;1879;1.6785;1949;-2.4862;1965;-5.0110;1951;3.1570;1913;2.5103;1931;1.1434;2592;27.0522;2928;29.3492;1909;2.3991;1979;2.4970;2038;3.2885;0;0.0000;0;0.0000;0;0.0000;32.7;31.9;34.8
23/10/2024 13:32:18;2012;4.8782;1932;3.1112;1913;2.4081;1923;1.7178;1948;-2.4849;1965;-5.0110;1952;3.1586;1920;2.5195;1932;1.1440;2592;27.0522;2929;29.3708;1915;2.4067;1978;2.4957;2037;3.2869;0;0.0000;0;0.0000;0;0.0000;32.7;31.9;34.8
23/10/2024 13:32:19;2012;4.8782;1932;3.1112;1912;2.4068;1924;1.7187;1948;-2.4849;1964;-5.0085;1952;3.1586;1918;2.5169;1932;1.1440;2594;27.1152;2933;29.4571;1916;2.4079;1979;2.4970;2037;3.2869;0;0.0000;0;0.0000;0;0.0000;32.7;31.9;34.8
23/10/2024 13:32:20;2012;4.8782;1932;3.1112;1913;2.4081;1924;1.7187;1948;-2.4849;1965;-5.0110;1953;3.1602;1920;2.5195;1930;1.1428;2596;27.1782;2934;29.4787;1915;2.4067;1978;2.4957;2037;3.2869;0;0.0000;0;0.0000;0;0.0000;32.8;32.0;34.7
